end_of_quarter,end_of_quarter_release,ticker,industry,increase
2020-12-31,2021-02-16,HAIN,Packaged Foods,-0.03507153789598939
2021-03-31,2021-05-13,HAIN,Packaged Foods,0.025584183561911736
2021-06-30,2021-09-02,HAIN,Packaged Foods,-0.05579060357952151
2021-09-30,2021-11-16,HAIN,Packaged Foods,-0.3168683946456312
2021-12-31,2022-02-10,HAIN,Packaged Foods,-0.3896420939005082
2022-03-31,2022-05-12,HAIN,Packaged Foods,-0.2172131106766753
2022-06-30,2022-09-01,HAIN,Packaged Foods,-0.10040362269217548
2022-09-30,2022-11-15,HAIN,Packaged Foods,-0.319691872748167
2022-12-31,2023-02-14,HAIN,Packaged Foods,-0.3430263861196784
2023-03-31,2023-05-16,HAIN,Packaged Foods,-0.16518515127676506
2023-06-30,2023-08-31,HAIN,Packaged Foods,-0.08026443524290328
2023-09-30,2023-11-14,HAIN,Packaged Foods,-0.40633017054454806
2023-12-31,2024-02-14,HAIN,Packaged Foods,-0.26091588887368833
2020-03-31,2020-05-06,HCC,Coking Coal,0.3356034537977174
2020-06-30,2020-08-12,HCC,Coking Coal,0.38895166648732693
2020-09-30,2020-11-04,HCC,Coking Coal,0.08370662237997546
2020-12-31,2021-03-03,HCC,Coking Coal,0.22534343511811492
2021-03-31,2021-05-12,HCC,Coking Coal,0.3946485754698836
2021-06-30,2021-08-11,HCC,Coking Coal,0.5913671520406225
2021-09-30,2021-11-09,HCC,Coking Coal,0.45365545131036766
2021-12-31,2022-03-01,HCC,Coking Coal,-0.023109257647540744
2022-03-31,2022-05-12,HCC,Coking Coal,0.09152001953125
2022-06-30,2022-08-10,HCC,Coking Coal,0.20876286569291932
2022-09-30,2022-11-09,HCC,Coking Coal,0.08073133596280976
2022-12-31,2023-02-22,HCC,Coking Coal,0.016679437793713083
2023-03-31,2023-05-10,HCC,Coking Coal,0.18093777192719296
2023-06-30,2023-08-09,HCC,Coking Coal,0.4940623979554279
2023-09-30,2023-11-08,HCC,Coking Coal,0.23574562192366824
2023-12-31,2024-02-21,HCC,Coking Coal,-0.0070484850375137666
2020-03-31,2020-05-15,CRNC,Software—Application,1.566926041334396
2020-06-30,2020-08-12,CRNC,Software—Application,1.4291895450458583
2020-09-30,2020-11-26,CRNC,Software—Application,-0.005408365033355865
2020-12-31,2021-02-15,CRNC,Software—Application,-0.0716286287861978
2021-03-31,2021-05-17,CRNC,Software—Application,0.3052921427217702
2021-06-30,2021-08-16,CRNC,Software—Application,-0.6189846651589433
2021-09-30,2021-11-30,CRNC,Software—Application,-0.5735567804848248
2021-12-31,2022-02-15,CRNC,Software—Application,-0.45431412439548785
2022-03-31,2022-05-17,CRNC,Software—Application,-0.4335072037846571
2022-06-30,2022-08-16,CRNC,Software—Application,0.3128668363216708
2022-09-30,2022-12-06,CRNC,Software—Application,0.6154721127292955
2022-12-31,2023-02-15,CRNC,Software—Application,-0.08218704937822599
2023-03-31,2023-05-16,CRNC,Software—Application,-0.24277453870630256
2023-06-30,2023-08-16,CRNC,Software—Application,-0.35745882577425353
2023-09-30,2023-12-06,CRNC,Software—Application,-0.15010321956625847
2023-12-31,2024-02-15,CRNC,Software—Application,-0.09824779347925466
2020-03-31,2020-05-06,MSCI,Financial Data & Stock Exchanges,0.2702510865272312
2020-06-30,2020-08-05,MSCI,Financial Data & Stock Exchanges,0.18488840662726502
2020-09-30,2020-11-04,MSCI,Financial Data & Stock Exchanges,0.22551254576394822
2020-12-31,2021-02-19,MSCI,Financial Data & Stock Exchanges,0.4141049296872688
2021-03-31,2021-05-05,MSCI,Financial Data & Stock Exchanges,0.3883857948185873
2021-06-30,2021-08-03,MSCI,Financial Data & Stock Exchanges,-0.10894515528978276
2021-09-30,2021-11-02,MSCI,Financial Data & Stock Exchanges,-0.3539484185414078
2021-12-31,2022-02-18,MSCI,Financial Data & Stock Exchanges,-0.04650855743002846
2022-03-31,2022-05-03,MSCI,Financial Data & Stock Exchanges,0.050542905668245645
2022-06-30,2022-08-02,MSCI,Financial Data & Stock Exchanges,0.160836560734318
2022-09-30,2022-11-01,MSCI,Financial Data & Stock Exchanges,0.026314725127877733
2022-12-31,2023-05-02,MSCI,Financial Data & Stock Exchanges,0.00717201207961708
2023-03-31,2023-05-02,MSCI,Financial Data & Stock Exchanges,0.00717201207961708
2023-06-30,2023-08-01,MSCI,Financial Data & Stock Exchanges,0.09649410638568329
2023-09-30,2023-11-07,MSCI,Financial Data & Stock Exchanges,0.0729540120398691
2023-12-31,2024-02-16,MSCI,Financial Data & Stock Exchanges,-0.06183733258928571
2020-01-26,2020-02-27,NVDA,Semiconductors,1.0235676111705372
2020-04-26,2020-05-28,NVDA,Semiconductors,0.5637174760821136
2020-07-26,2020-08-26,NVDA,Semiconductors,0.042465646111443
2020-10-25,2020-11-25,NVDA,Semiconductors,0.18037762811987004
2021-01-31,2021-03-05,NVDA,Semiconductors,0.8341388469605787
2021-05-02,2021-06-02,NVDA,Semiconductors,0.8739858686333235
2021-08-01,2021-08-27,NVDA,Semiconductors,0.06719387998257333
2021-10-31,2021-11-29,NVDA,Semiconductors,-0.43639143364584837
2022-01-30,2022-03-25,NVDA,Semiconductors,-0.5480283201171684
2022-05-01,2022-06-03,NVDA,Semiconductors,-0.09850428815180279
2022-07-31,2022-09-07,NVDA,Semiconductors,0.7175149069157118
2022-10-30,2022-11-25,NVDA,Semiconductors,0.8769515095932018
2023-01-29,2023-03-03,NVDA,Semiconductors,1.030514896321348
2023-04-30,2023-06-02,NVDA,Semiconductors,0.1891321660962711
2023-07-30,2023-09-04,NVDA,Semiconductors,0.6947968184224886
2023-10-29,2023-11-28,NVDA,Semiconductors,0.796386531320866
2024-01-28,2024-02-28,NVDA,Semiconductors,0.10612515920318169
2020-03-31,2020-05-25,APLE,REIT—Hotel & Motel,0.36618267568705465
2020-06-30,2020-08-13,APLE,REIT—Hotel & Motel,0.38399163784322804
2020-09-30,2020-11-12,APLE,REIT—Hotel & Motel,0.33017638208141464
2020-12-31,2021-03-02,APLE,REIT—Hotel & Motel,0.08807270715184863
2021-03-31,2021-05-13,APLE,REIT—Hotel & Motel,0.060454870074613455
2021-06-30,2021-08-12,APLE,REIT—Hotel & Motel,0.12430571350865509
2021-09-30,2021-11-11,APLE,REIT—Hotel & Motel,0.036610336623710944
2021-12-31,2022-03-01,APLE,REIT—Hotel & Motel,-0.0903953619380305
2022-03-31,2022-05-12,APLE,REIT—Hotel & Motel,0.02234628735964235
2022-06-30,2022-08-11,APLE,REIT—Hotel & Motel,0.016090496982513205
2022-09-30,2022-11-14,APLE,REIT—Hotel & Motel,-0.05435454511503762
2022-12-31,2023-02-28,APLE,REIT—Hotel & Motel,-0.12477288861650221
2023-03-31,2023-05-09,APLE,REIT—Hotel & Motel,0.016118632902046275
2023-06-30,2023-08-10,APLE,REIT—Hotel & Motel,0.06825716873626841
2023-09-30,2023-11-14,APLE,REIT—Hotel & Motel,-0.04423190623825008
2023-12-31,2024-02-29,APLE,REIT—Hotel & Motel,-0.006215064047320264
2020-03-28,2021-05-25,HAYW,Electrical Equipment & Parts,0.04301953731932051
2020-06-27,2021-05-25,HAYW,Electrical Equipment & Parts,0.04301953731932051
2020-09-26,2021-05-25,HAYW,Electrical Equipment & Parts,0.04301953731932051
2020-12-31,2021-05-25,HAYW,Electrical Equipment & Parts,0.04301953731932051
2021-04-03,2021-05-25,HAYW,Electrical Equipment & Parts,0.04301953731932051
2021-07-03,2021-08-09,HAYW,Electrical Equipment & Parts,-0.13793107029254434
2021-10-02,2021-11-03,HAYW,Electrical Equipment & Parts,-0.27894065481454394
2021-12-31,2022-03-16,HAYW,Electrical Equipment & Parts,-0.40046696083410266
2022-04-02,2022-05-06,HAYW,Electrical Equipment & Parts,-0.37158855379927763
2022-07-02,2022-08-05,HAYW,Electrical Equipment & Parts,0.21434749881800433
2022-10-01,2022-11-09,HAYW,Electrical Equipment & Parts,0.27894165069148225
2022-12-31,2023-03-07,HAYW,Electrical Equipment & Parts,0.19305670211357961
2023-04-01,2023-05-11,HAYW,Electrical Equipment & Parts,-0.018766760144934638
2023-07-01,2023-08-09,HAYW,Electrical Equipment & Parts,-0.11246611257931294
2023-09-30,2023-11-07,HAYW,Electrical Equipment & Parts,0.35200742209723046
2023-12-31,2024-03-07,HAYW,Electrical Equipment & Parts,0.015427721586491371
2020-03-31,2020-05-12,MDC,Residential Construction,0.730115404255156
2020-06-30,2020-08-04,MDC,Residential Construction,0.28017831906900864
2020-09-30,2020-11-05,MDC,Residential Construction,0.36499695400987997
2020-12-31,2021-02-09,MDC,Residential Construction,-0.05506729511294433
2021-03-31,2021-05-06,MDC,Residential Construction,-0.1352589302348294
2021-06-30,2021-08-05,MDC,Residential Construction,-0.1454968502701979
2021-09-30,2021-11-04,MDC,Residential Construction,-0.2109837751743992
2021-12-31,2022-02-08,MDC,Residential Construction,-0.22408025817123492
2022-03-31,2022-05-05,MDC,Residential Construction,-0.2254953438020717
2022-06-30,2022-08-04,MDC,Residential Construction,0.14346473795344686
2022-09-30,2022-11-03,MDC,Residential Construction,0.40346027365635373
2022-12-31,2023-02-07,MDC,Residential Construction,0.29334013397984726
2023-03-31,2023-05-09,MDC,Residential Construction,0.01947891996603461
2023-06-30,2023-08-03,MDC,Residential Construction,0.2633910968837088
2023-09-30,2023-11-02,MDC,Residential Construction,0.5317750259282383
2023-12-31,2024-02-06,MDC,Residential Construction,0.009305278346204851
2020-03-28,2020-05-13,PTC,Software—Application,0.4959709106584533
2020-06-27,2020-08-12,PTC,Software—Application,0.6719040614272829
2020-09-30,2020-11-27,PTC,Software—Application,0.2235521466057589
2020-12-31,2021-02-11,PTC,Software—Application,-0.05478590638060658
2021-03-31,2021-05-11,PTC,Software—Application,-0.07667488534220787
2021-06-30,2021-08-10,PTC,Software—Application,-0.11540726402874739
2021-09-30,2021-11-29,PTC,Software—Application,0.07550763101974065
2021-12-31,2022-02-14,PTC,Software—Application,0.11723701803103134
2022-03-31,2022-05-12,PTC,Software—Application,0.2407825296049858
2022-06-30,2022-08-12,PTC,Software—Application,0.06198512417552135
2022-09-30,2022-11-22,PTC,Software—Application,0.07402374917705903
2022-12-31,2023-02-16,PTC,Software—Application,0.10307308003156687
2023-03-31,2023-05-10,PTC,Software—Application,0.14080834953826335
2023-06-30,2023-08-11,PTC,Software—Application,0.2780958615405967
2023-09-30,2023-11-27,PTC,Software—Application,0.18222938254114499
2023-12-31,2024-02-09,PTC,Software—Application,-0.0008192744416875104
2020-03-31,2020-05-13,RDN,Insurance—Specialty,0.40927292619468275
2020-06-30,2020-08-17,RDN,Insurance—Specialty,0.3831666801732655
2020-09-30,2020-11-16,RDN,Insurance—Specialty,0.20236274486772712
2020-12-31,2021-03-05,RDN,Insurance—Specialty,0.0980502778462334
2021-03-31,2022-03-04,RDN,Insurance—Specialty,-0.14034353848716974
2021-06-30,2022-03-04,RDN,Insurance—Specialty,-0.14034353848716974
2021-09-30,2022-03-04,RDN,Insurance—Specialty,-0.14034353848716974
2021-12-31,2022-03-04,RDN,Insurance—Specialty,-0.14034353848716974
2022-03-31,2022-05-13,RDN,Insurance—Specialty,-0.045304434526951896
2022-06-30,2022-08-12,RDN,Insurance—Specialty,-0.05829406835829606
2022-09-30,2022-11-11,RDN,Insurance—Specialty,0.22936240247112435
2022-12-31,2023-05-12,RDN,Insurance—Specialty,0.06629174633749205
2023-03-31,2023-05-12,RDN,Insurance—Specialty,0.06629174633749205
2023-06-30,2023-08-11,RDN,Insurance—Specialty,-0.003623202177086399
2023-09-30,2023-11-10,RDN,Insurance—Specialty,0.1729464237717437
2023-12-31,2024-03-01,RDN,Insurance—Specialty,0.08015265407366522
2020-01-31,2020-03-03,PANW,Software—Infrastructure,0.4143045363087134
2020-04-30,2020-05-29,PANW,Software—Infrastructure,0.25519619756704454
2020-07-31,2020-09-11,PANW,Software—Infrastructure,0.3776651886795919
2020-10-31,2020-11-26,PANW,Software—Infrastructure,0.23626021146166987
2021-01-31,2021-03-02,PANW,Software—Infrastructure,0.29786273698427373
2021-04-30,2021-05-28,PANW,Software—Infrastructure,0.46796974412176956
2021-07-31,2021-09-10,PANW,Software—Infrastructure,0.1809108552241269
2021-10-31,2021-11-26,PANW,Software—Infrastructure,-0.05200292630849891
2022-01-31,2022-03-02,PANW,Software—Infrastructure,-0.06341276391935853
2022-04-30,2022-05-27,PANW,Software—Infrastructure,0.02271114778278626
2022-07-31,2022-09-13,PANW,Software—Infrastructure,0.01503060723156154
2022-10-31,2022-11-25,PANW,Software—Infrastructure,0.18255479832247826
2023-01-31,2023-03-01,PANW,Software—Infrastructure,0.3014871074906336
2023-04-30,2023-05-31,PANW,Software—Infrastructure,0.3539060147545247
2023-07-31,2023-09-08,PANW,Software—Infrastructure,0.1517648303752586
2023-10-31,2023-11-24,PANW,Software—Infrastructure,-0.003307179831788587
2024-01-31,2024-02-28,PANW,Software—Infrastructure,-0.16115762351124846
2020-01-31,2020-04-06,GIII,Apparel Manufacturing,0.9892328498580945
2020-04-30,2020-06-16,GIII,Apparel Manufacturing,0.5217975027676384
2020-07-31,2020-09-16,GIII,Apparel Manufacturing,1.169098093498787
2020-10-31,2020-12-17,GIII,Apparel Manufacturing,0.41776023543656754
2021-01-31,2021-04-02,GIII,Apparel Manufacturing,-0.023793598799955563
2021-04-30,2021-06-15,GIII,Apparel Manufacturing,-0.1828971429473609
2021-07-31,2021-09-15,GIII,Apparel Manufacturing,-0.17590357443052346
2021-10-31,2021-12-16,GIII,Apparel Manufacturing,-0.143187923825604
2022-01-31,2022-04-04,GIII,Apparel Manufacturing,-0.4633204603478685
2022-04-30,2022-06-14,GIII,Apparel Manufacturing,-0.3645276341576213
2022-07-31,2022-09-16,GIII,Apparel Manufacturing,-0.05150209849286709
2022-10-31,2022-12-14,GIII,Apparel Manufacturing,0.42857142857142855
2023-01-31,2023-04-03,GIII,Apparel Manufacturing,0.59383024217627
2023-04-30,2023-06-13,GIII,Apparel Manufacturing,0.6930000305175781
2023-07-31,2023-09-14,GIII,Apparel Manufacturing,0.22249095431627008
2023-10-31,2023-12-13,GIII,Apparel Manufacturing,-0.1689889989015074
2024-01-31,2024-04-01,GIII,Apparel Manufacturing,-0.017525411425385735
2020-01-31,2020-03-12,NDSN,Specialty Industrial Machinery,0.6502328939087029
2020-04-30,2020-06-12,NDSN,Specialty Industrial Machinery,0.06742161980394978
2020-07-31,2020-09-11,NDSN,Specialty Industrial Machinery,0.0567474971842096
2020-10-31,2020-12-25,NDSN,Specialty Industrial Machinery,0.1036580916602688
2021-01-31,2021-03-11,NDSN,Specialty Industrial Machinery,0.20255277926151122
2021-04-30,2021-06-04,NDSN,Specialty Industrial Machinery,0.16033191405359226
2021-07-31,2021-09-07,NDSN,Specialty Industrial Machinery,-0.06914131224078264
2021-10-31,2021-12-24,NDSN,Specialty Industrial Machinery,-0.22375496555801908
2022-01-31,2022-03-04,NDSN,Specialty Industrial Machinery,-0.011967284131593632
2022-04-30,2022-06-03,NDSN,Specialty Industrial Machinery,0.09774023418134847
2022-07-31,2022-09-02,NDSN,Specialty Industrial Machinery,-0.019129340637419633
2022-10-31,2022-12-26,NDSN,Specialty Industrial Machinery,-0.007870018569858262
2023-01-31,2023-03-02,NDSN,Specialty Industrial Machinery,0.11140788270860713
2023-04-30,2023-06-01,NDSN,Specialty Industrial Machinery,0.06118948371736488
2023-07-31,2023-08-31,NDSN,Specialty Industrial Machinery,0.09347092701925049
2023-10-31,2023-12-27,NDSN,Specialty Industrial Machinery,0.025019816383962164
2024-01-31,2024-02-29,NDSN,Specialty Industrial Machinery,0.01938638816039713
2020-03-31,2020-04-30,CSX,Railroads,0.18426400237634433
2020-06-30,2020-07-30,CSX,Railroads,0.22860082340153567
2020-09-30,2020-10-29,CSX,Railroads,0.3107338880678723
2020-12-31,2021-02-17,CSX,Railroads,0.13568738035240802
2021-03-31,2021-04-28,CSX,Railroads,0.06286440097502612
2021-06-30,2021-07-29,CSX,Railroads,0.07291991715366763
2021-09-30,2021-10-28,CSX,Railroads,-0.048565178110249164
2021-12-31,2022-02-23,CSX,Railroads,0.00479041437432686
2022-03-31,2022-04-28,CSX,Railroads,-0.18176653748771682
2022-06-30,2022-07-28,CSX,Railroads,-0.051403317812290905
2022-09-30,2022-10-28,CSX,Railroads,0.040041071313756574
2022-12-31,2023-02-22,CSX,Railroads,0.024007979954967746
2023-03-31,2023-04-27,CSX,Railroads,-0.02632442425560054
2023-06-30,2023-07-27,CSX,Railroads,0.07145021791011404
2023-09-30,2023-10-27,CSX,Railroads,0.23529409078731686
2023-12-31,2024-02-21,CSX,Railroads,-0.026415083087400166
2020-03-31,2020-05-14,MTB,Banks—Regional,0.31299667686368926
2020-06-30,2020-08-12,MTB,Banks—Regional,0.3141284768916097
2020-09-30,2020-11-11,MTB,Banks—Regional,0.39920890339125403
2020-12-31,2021-03-01,MTB,Banks—Regional,-0.07863379048516574
2021-03-31,2021-05-13,MTB,Banks—Regional,-0.01470062209585529
2021-06-30,2021-08-12,MTB,Banks—Regional,0.30761616280729287
2021-09-30,2021-11-12,MTB,Banks—Regional,0.04454202417587676
2021-12-31,2022-02-23,MTB,Banks—Regional,0.025136167268988957
2022-03-31,2022-05-12,MTB,Banks—Regional,0.002835945410122434
2022-06-30,2022-08-12,MTB,Banks—Regional,-0.1622589920099961
2022-09-30,2022-11-14,MTB,Banks—Regional,-0.3281278492348893
2022-12-31,2023-03-01,MTB,Banks—Regional,-0.18893495270349175
2023-03-31,2023-05-12,MTB,Banks—Regional,0.06210175132364141
2023-06-30,2023-08-15,MTB,Banks—Regional,0.07052442054032836
2023-09-30,2023-11-13,MTB,Banks—Regional,0.18184151881749738
2023-12-31,2024-02-28,MTB,Banks—Regional,-0.00014482206438716074
2020-03-31,2020-05-22,SUPN,Drug Manufacturers—Specialty & Generic,-0.1345272599519151
2020-06-30,2020-08-24,SUPN,Drug Manufacturers—Specialty & Generic,0.360625585792481
2020-09-30,2020-11-13,SUPN,Drug Manufacturers—Specialty & Generic,0.2790091270071197
2020-12-31,2021-03-15,SUPN,Drug Manufacturers—Specialty & Generic,0.004850786261794425
2021-03-31,2021-05-14,SUPN,Drug Manufacturers—Specialty & Generic,0.07334635876289897
2021-06-30,2021-08-13,SUPN,Drug Manufacturers—Specialty & Generic,0.22029105955376213
2021-09-30,2021-11-12,SUPN,Drug Manufacturers—Specialty & Generic,-0.22727270082438428
2021-12-31,2022-04-20,SUPN,Drug Manufacturers—Specialty & Generic,0.12883648065160433
2022-03-31,2022-04-20,SUPN,Drug Manufacturers—Specialty & Generic,0.12883648065160433
2022-06-30,2022-08-15,SUPN,Drug Manufacturers—Specialty & Generic,0.13503971538476647
2022-09-30,2022-11-16,SUPN,Drug Manufacturers—Specialty & Generic,0.030249122800666464
2022-12-31,2023-03-16,SUPN,Drug Manufacturers—Specialty & Generic,-0.18783000336104597
2023-03-31,2023-05-16,SUPN,Drug Manufacturers—Specialty & Generic,-0.186860060390694
2023-06-30,2023-08-15,SUPN,Drug Manufacturers—Specialty & Generic,-0.13442213147406779
2023-09-30,2023-11-15,SUPN,Drug Manufacturers—Specialty & Generic,0.16264433372022913
2020-03-28,2020-08-06,ARW,Electronics & Computer Distribution,0.34507704768499237
2020-06-27,2020-08-06,ARW,Electronics & Computer Distribution,0.34507704768499237
2020-09-26,2020-11-05,ARW,Electronics & Computer Distribution,0.3294453869447997
2020-12-31,2021-02-18,ARW,Electronics & Computer Distribution,0.13847499221113652
2021-04-03,2021-05-13,ARW,Electronics & Computer Distribution,0.07357749232797925
2021-07-03,2021-08-12,ARW,Electronics & Computer Distribution,0.0579894880441725
2021-10-02,2021-11-11,ARW,Electronics & Computer Distribution,0.002023472228448829
2021-12-31,2022-02-18,ARW,Electronics & Computer Distribution,-0.08849197621853437
2022-04-02,2022-05-12,ARW,Electronics & Computer Distribution,-0.09373724465497367
2022-07-02,2022-08-11,ARW,Electronics & Computer Distribution,0.13597635619863854
2022-10-01,2022-11-10,ARW,Electronics & Computer Distribution,0.08056522764585021
2022-12-31,2023-02-16,ARW,Electronics & Computer Distribution,0.03808823641917222
2023-04-01,2023-05-11,ARW,Electronics & Computer Distribution,0.015501297511300438
2023-07-01,2023-08-10,ARW,Electronics & Computer Distribution,-0.11854609887086409
2023-09-30,2023-11-09,ARW,Electronics & Computer Distribution,0.08487905364985898
2023-12-31,2024-02-20,ARW,Electronics & Computer Distribution,0.10490115029375525
2020-03-31,2020-05-12,KN,Communication Equipment,0.2081812580350895
2020-06-30,2020-08-05,KN,Communication Equipment,0.2731829352290817
2020-09-30,2020-11-05,KN,Communication Equipment,0.2834058062584269
2020-12-31,2021-02-17,KN,Communication Equipment,-0.03999999632318336
2021-03-31,2021-05-04,KN,Communication Equipment,0.021307532309239503
2021-06-30,2021-08-04,KN,Communication Equipment,0.05627485881773071
2021-09-30,2021-11-04,KN,Communication Equipment,-0.10486534271865383
2021-12-31,2022-02-16,KN,Communication Equipment,-0.2367346709282863
2022-03-31,2022-05-05,KN,Communication Equipment,-0.25421052230031865
2022-06-30,2022-08-09,KN,Communication Equipment,0.18813128241980887
2022-09-30,2022-11-03,KN,Communication Equipment,0.19635033706818653
2022-12-31,2023-02-16,KN,Communication Equipment,-0.07497181177371706
2023-03-31,2023-05-09,KN,Communication Equipment,-0.02583489920407555
