end_of_quarter,end_of_quarter_release,ticker,industry,increase
2021-07-31,2021-09-09,BBWI,Specialty Retail,-0.2935068802881412
2021-10-30,2021-12-10,BBWI,Specialty Retail,-0.5377272406195464
2022-01-29,2022-03-25,BBWI,Specialty Retail,-0.2987038419366796
2022-04-30,2022-06-09,BBWI,Specialty Retail,0.19236218798526783
2022-07-30,2022-09-09,BBWI,Specialty Retail,-0.011349325236362097
2022-10-29,2022-12-07,BBWI,Specialty Retail,-0.06114850862714974
2023-01-28,2023-03-24,BBWI,Specialty Retail,-0.07020499739259393
2023-04-29,2023-06-09,BBWI,Specialty Retail,-0.11034809135509015
2023-07-29,2023-09-08,BBWI,Specialty Retail,0.1997260524802012
2023-10-28,2023-12-08,BBWI,Specialty Retail,0.2022890214494225
2024-02-03,2024-03-29,BBWI,Specialty Retail,-0.10037843073942525
2020-03-31,2020-05-15,REG,REIT—Retail,0.2594858244283932
2020-06-30,2020-08-11,REG,REIT—Retail,0.18405959182722093
2020-09-30,2020-11-13,REG,REIT—Retail,0.40107906963608564
2020-12-31,2021-02-24,REG,REIT—Retail,0.17746488520722936
2021-03-31,2021-05-14,REG,REIT—Retail,0.18091585949231187
2021-06-30,2021-08-13,REG,REIT—Retail,0.009211727561262125
2021-09-30,2021-11-12,REG,REIT—Retail,-0.13436032919329247
2021-12-31,2022-02-24,REG,REIT—Retail,-0.044006091938254006
2022-03-31,2022-05-13,REG,REIT—Retail,-0.030490495116131097
2022-06-30,2022-08-12,REG,REIT—Retail,-0.009502335653298234
2022-09-30,2022-11-11,REG,REIT—Retail,-0.1037678220605416
2022-12-31,2023-02-24,REG,REIT—Retail,-0.030720544648145984
2023-03-31,2023-05-12,REG,REIT—Retail,0.03280372499036712
2023-06-30,2023-08-11,REG,REIT—Retail,-0.054724879011121365
2023-09-30,2023-11-13,REG,REIT—Retail,-0.01104417446367787
2023-12-31,2024-02-23,REG,REIT—Retail,-0.026840129761265777
2020-03-31,2024-02-28,DINO,Oil & Gas Refining & Marketing,0.15159287359781762
2020-06-30,2024-02-28,DINO,Oil & Gas Refining & Marketing,0.15159287359781762
2020-09-30,2024-02-28,DINO,Oil & Gas Refining & Marketing,0.15159287359781762
2020-12-31,2024-02-28,DINO,Oil & Gas Refining & Marketing,0.15159287359781762
2021-03-31,2024-02-28,DINO,Oil & Gas Refining & Marketing,0.15159287359781762
2021-06-30,2024-02-28,DINO,Oil & Gas Refining & Marketing,0.15159287359781762
2021-09-30,2024-02-28,DINO,Oil & Gas Refining & Marketing,0.15159287359781762
2021-12-31,2024-02-28,DINO,Oil & Gas Refining & Marketing,0.15159287359781762
2022-03-31,2024-02-28,DINO,Oil & Gas Refining & Marketing,0.15159287359781762
2022-06-30,2024-02-28,DINO,Oil & Gas Refining & Marketing,0.15159287359781762
2022-09-30,2024-02-28,DINO,Oil & Gas Refining & Marketing,0.15159287359781762
2022-12-31,2024-02-28,DINO,Oil & Gas Refining & Marketing,0.15159287359781762
2023-03-31,2024-02-28,DINO,Oil & Gas Refining & Marketing,0.15159287359781762
2023-06-30,2024-02-28,DINO,Oil & Gas Refining & Marketing,0.15159287359781762
2023-09-30,2024-02-28,DINO,Oil & Gas Refining & Marketing,0.15159287359781762
2023-12-31,2024-02-28,DINO,Oil & Gas Refining & Marketing,0.15159287359781762
2020-03-31,2020-05-12,MCY,Insurance—Property & Casualty,0.21598426345474395
2020-06-30,2020-08-11,MCY,Insurance—Property & Casualty,0.25835050101251594
2020-09-30,2020-11-10,MCY,Insurance—Property & Casualty,0.5574100126492194
2020-12-31,2021-02-23,MCY,Insurance—Property & Casualty,-0.0007813121169103431
2021-03-31,2021-05-11,MCY,Insurance—Property & Casualty,-0.17753311540012712
2021-06-30,2021-08-10,MCY,Insurance—Property & Casualty,-0.09256232301197624
2021-09-30,2021-11-09,MCY,Insurance—Property & Casualty,-0.030047089536114555
2021-12-31,2022-02-22,MCY,Insurance—Property & Casualty,-0.3722800750942253
2022-03-31,2022-05-10,MCY,Insurance—Property & Casualty,-0.287299621579835
2022-06-30,2022-08-09,MCY,Insurance—Property & Casualty,0.2077596864786643
2022-09-30,2022-11-08,MCY,Insurance—Property & Casualty,-0.15849489974567235
2022-12-31,2023-02-21,MCY,Insurance—Property & Casualty,-0.1692042822358618
2023-03-31,2023-05-09,MCY,Insurance—Property & Casualty,0.22664875661880926
2023-06-30,2023-08-08,MCY,Insurance—Property & Casualty,0.23727185257849964
2023-09-30,2023-11-07,MCY,Insurance—Property & Casualty,0.37014035490278185
2023-12-31,2024-02-20,MCY,Insurance—Property & Casualty,-0.00039394243811974273
2020-03-31,2020-05-14,KAR,Auto & Truck Dealerships,0.5313558815882428
2020-06-30,2020-08-12,KAR,Auto & Truck Dealerships,0.08183851300364856
2020-09-30,2020-11-11,KAR,Auto & Truck Dealerships,0.003917162369155303
2020-12-31,2021-02-25,KAR,Auto & Truck Dealerships,0.2126316271330181
2021-03-31,2021-05-12,KAR,Auto & Truck Dealerships,-0.12051735233101883
2021-06-30,2021-08-11,KAR,Auto & Truck Dealerships,-0.3424947394175671
2021-09-30,2021-11-10,KAR,Auto & Truck Dealerships,-0.1200000310348252
2021-12-31,2022-03-02,KAR,Auto & Truck Dealerships,-0.20054793684449915
2022-03-31,2022-05-11,KAR,Auto & Truck Dealerships,0.07580396166229371
2022-06-30,2022-08-10,KAR,Auto & Truck Dealerships,-0.15538548706376415
2022-09-30,2022-11-09,KAR,Auto & Truck Dealerships,0.15769232236422026
2022-12-31,2023-03-16,KAR,Auto & Truck Dealerships,0.19969160364413877
2023-03-31,2023-05-10,KAR,Auto & Truck Dealerships,-0.03351206417179842
2023-06-30,2023-08-10,KAR,Auto & Truck Dealerships,-0.02043597987045621
2023-09-30,2023-11-09,KAR,Auto & Truck Dealerships,0.17961166011682445
2023-12-31,2024-02-28,KAR,Auto & Truck Dealerships,0.1309840606399903
2020-02-01,2020-04-07,SCVL,Apparel Retail,0.8312153704901313
2020-05-02,2020-06-11,SCVL,Apparel Retail,0.46981796077653804
2020-08-01,2020-09-11,SCVL,Apparel Retail,0.4865327186771683
2020-10-31,2020-12-11,SCVL,Apparel Retail,0.8052576838934118
2021-01-30,2021-04-02,SCVL,Apparel Retail,0.08767166745579802
2021-05-01,2021-06-11,SCVL,Apparel Retail,0.15464496707059056
2021-07-31,2021-09-10,SCVL,Apparel Retail,-0.13444892867649705
2021-10-30,2021-12-06,SCVL,Apparel Retail,-0.2941176643509341
2022-01-29,2022-04-01,SCVL,Apparel Retail,-0.2665069835845339
2022-04-30,2022-06-10,SCVL,Apparel Retail,-0.11219147440832426
2022-07-30,2022-09-07,SCVL,Apparel Retail,0.046803130697934965
2022-10-29,2022-12-09,SCVL,Apparel Retail,-0.05391746836504789
2023-01-28,2023-03-31,SCVL,Apparel Retail,-0.06315785403421345
2023-04-29,2023-06-09,SCVL,Apparel Retail,0.2006227900676006
2023-07-29,2023-09-08,SCVL,Apparel Retail,0.49480148340525554
2023-10-28,2023-12-08,SCVL,Apparel Retail,0.29158951115127607
2024-02-03,2024-03-29,SCVL,Apparel Retail,-0.057837821341849664
2020-03-31,2020-05-18,GDOT,Credit Services,0.42383394866624957
2020-06-30,2020-08-13,GDOT,Credit Services,0.03894610651453128
2020-09-30,2020-11-13,GDOT,Credit Services,-0.25494178763630776
2020-12-31,2021-03-05,GDOT,Credit Services,0.17445348084586212
2021-03-31,2021-05-17,GDOT,Credit Services,0.08800982673541609
2021-06-30,2021-08-13,GDOT,Credit Services,-0.3013639009050801
2021-09-30,2021-11-15,GDOT,Credit Services,-0.37565415113266126
2021-12-31,2022-03-07,GDOT,Credit Services,-0.15620997864876685
2022-03-31,2022-05-16,GDOT,Credit Services,-0.26083705091687087
2022-06-30,2022-08-15,GDOT,Credit Services,-0.21504911973289617
2022-09-30,2022-11-16,GDOT,Credit Services,-0.08828167338715538
2022-12-31,2023-03-08,GDOT,Credit Services,-0.2256130930385934
2023-03-31,2023-05-16,GDOT,Credit Services,-0.5143694953971928
2023-06-30,2023-08-15,GDOT,Credit Services,-0.44736844038256174
2023-09-30,2023-11-16,GDOT,Credit Services,0.09351620413861335
2023-12-31,2024-03-07,GDOT,Credit Services,0.02934272142816527
2020-03-31,2020-05-18,SPG,REIT—Retail,0.44184594974231917
2020-06-30,2020-08-17,SPG,REIT—Retail,0.6690735745990767
2020-09-30,2020-11-16,SPG,REIT—Retail,0.58943116147576
2020-12-31,2021-03-04,SPG,REIT—Retail,0.2602310617071767
2021-03-31,2021-05-17,SPG,REIT—Retail,0.37873569932889783
2021-06-30,2021-08-11,SPG,REIT—Retail,0.10212616500952285
2021-09-30,2021-11-10,SPG,REIT—Retail,-0.271563760953064
2021-12-31,2022-03-03,SPG,REIT—Retail,-0.2788896338963357
2022-03-31,2022-05-16,SPG,REIT—Retail,0.028150944110622626
2022-06-30,2022-08-11,SPG,REIT—Retail,0.09012009123169408
2022-09-30,2022-11-10,SPG,REIT—Retail,-0.11287906488182224
2022-12-31,2023-03-02,SPG,REIT—Retail,-0.06463162320416564
2023-03-31,2023-05-11,SPG,REIT—Retail,0.08545884076286765
2023-06-30,2023-08-10,SPG,REIT—Retail,0.23626415281590782
2023-09-30,2023-11-09,SPG,REIT—Retail,0.3002020894443415
2023-12-31,2024-02-29,SPG,REIT—Retail,-0.0012825870270627717
2020-03-31,2020-05-18,PLNT,Leisure,0.17954933550552904
2020-06-30,2020-08-14,PLNT,Leisure,0.3980053733623605
2020-09-30,2020-11-13,PLNT,Leisure,0.05461096299996581
2020-12-31,2021-03-08,PLNT,Leisure,-0.09459932687259891
2021-03-31,2021-05-14,PLNT,Leisure,0.16721479419355387
2021-06-30,2021-08-16,PLNT,Leisure,0.26282386850651673
2021-09-30,2021-11-12,PLNT,Leisure,-0.24122239305040527
2021-12-31,2022-03-08,PLNT,Leisure,-0.13493178595739994
2022-03-31,2022-05-17,PLNT,Leisure,0.04854495562879688
2022-06-30,2022-08-16,PLNT,Leisure,0.06895238482762897
2022-09-30,2022-11-16,PLNT,Leisure,-0.07938622002014283
2022-12-31,2023-03-08,PLNT,Leisure,-0.26350347046709816
2023-03-31,2023-05-15,PLNT,Leisure,-0.05565212083899457
2023-06-30,2023-08-16,PLNT,Leisure,0.11637496218676727
2023-09-30,2023-11-16,PLNT,Leisure,-0.01586301791391953
2023-12-31,2024-03-07,PLNT,Leisure,-0.06365807588306367
2020-03-31,2020-05-11,APPF,Software—Application,0.19938531935891682
2020-06-30,2020-08-10,APPF,Software—Application,0.09371460509642406
2020-09-30,2020-11-16,APPF,Software—Application,-0.11969107683774838
2020-12-31,2021-03-08,APPF,Software—Application,-0.12124288118457796
2021-03-31,2021-05-17,APPF,Software—Application,0.03318813814975247
2021-06-30,2021-08-16,APPF,Software—Application,-0.08473801514852146
2021-09-30,2021-11-15,APPF,Software—Application,-0.26362420951144355
2021-12-31,2022-03-07,APPF,Software—Application,-0.18149372364735805
2022-03-31,2022-05-16,APPF,Software—Application,0.3580659383326322
2022-06-30,2022-08-05,APPF,Software—Application,0.08430955706021233
2022-09-30,2022-11-04,APPF,Software—Application,0.19586904284085901
2022-12-31,2023-02-16,APPF,Software—Application,0.30541219197050684
2023-03-31,2023-05-05,APPF,Software—Application,0.444217576491718
2023-06-30,2023-08-04,APPF,Software—Application,0.29761297702080075
2023-09-30,2023-11-03,APPF,Software—Application,0.16131473968533272
2023-12-31,2024-02-08,APPF,Software—Application,-0.02838677540651592
2020-03-31,2020-05-14,AL,Rental & Leasing Services,0.590381727120587
2020-06-30,2020-08-13,AL,Rental & Leasing Services,0.401030025661576
2020-09-30,2020-11-16,AL,Rental & Leasing Services,0.21187132330356384
2020-12-31,2021-03-01,AL,Rental & Leasing Services,-0.1261953914786547
2021-03-31,2021-05-13,AL,Rental & Leasing Services,0.06957288375359129
2021-06-30,2021-08-12,AL,Rental & Leasing Services,-0.0443145088769786
2021-09-30,2021-11-11,AL,Rental & Leasing Services,-0.2361864766289702
2021-12-31,2022-02-24,AL,Rental & Leasing Services,-0.1413910413680227
2022-03-31,2022-05-12,AL,Rental & Leasing Services,0.11301274417327213
2022-06-30,2022-08-11,AL,Rental & Leasing Services,0.10516936643678429
2022-09-30,2022-11-10,AL,Rental & Leasing Services,0.043228505171967704
2022-12-31,2023-02-23,AL,Rental & Leasing Services,-0.06787112843998758
2023-03-31,2023-05-08,AL,Rental & Leasing Services,-0.03088391387112641
2023-06-30,2023-08-10,AL,Rental & Leasing Services,0.019408035258833032
2023-09-30,2024-02-22,AL,Rental & Leasing Services,0.2596032102069533
2023-12-31,2024-02-22,AL,Rental & Leasing Services,0.2596032102069533
2020-03-31,2020-05-11,AWR,Utilities—Regulated Water,0.04775883639964046
2020-06-30,2020-08-10,AWR,Utilities—Regulated Water,0.03796251976948108
2020-09-30,2020-11-09,AWR,Utilities—Regulated Water,0.06462638031316564
2020-12-31,2021-05-10,AWR,Utilities—Regulated Water,0.1886879211891442
2021-03-31,2021-05-10,AWR,Utilities—Regulated Water,0.1886879211891442
2021-06-30,2021-08-09,AWR,Utilities—Regulated Water,0.0050518957146412245
2021-09-30,2021-11-08,AWR,Utilities—Regulated Water,-0.18010302934089278
2021-12-31,2022-05-09,AWR,Utilities—Regulated Water,0.17684842789261876
2022-03-31,2022-05-09,AWR,Utilities—Regulated Water,0.17684842789261876
2022-06-30,2022-08-08,AWR,Utilities—Regulated Water,0.10342075268459873
2022-09-30,2022-11-14,AWR,Utilities—Regulated Water,-0.03288020620350423
2022-12-31,2023-05-17,AWR,Utilities—Regulated Water,-0.11793746374154374
2023-03-31,2023-05-17,AWR,Utilities—Regulated Water,-0.11793746374154374
2023-06-30,2023-08-14,AWR,Utilities—Regulated Water,-0.15524284928266638
2023-09-30,2023-11-13,AWR,Utilities—Regulated Water,-0.09488857076005745
2020-03-31,2020-06-02,RAMP,Software—Infrastructure,0.1738071344830663
2020-06-30,2020-08-17,RAMP,Software—Infrastructure,0.3968472786137623
2020-09-30,2020-11-16,RAMP,Software—Infrastructure,-0.19891182543301147
2020-12-31,2021-02-15,RAMP,Software—Infrastructure,-0.35717308383164575
2021-03-31,2021-06-03,RAMP,Software—Infrastructure,-0.07319062606376976
2021-06-30,2021-08-12,RAMP,Software—Infrastructure,-0.08826034635211667
2021-09-30,2021-11-09,RAMP,Software—Infrastructure,-0.4820761938039945
2021-12-31,2022-02-16,RAMP,Software—Infrastructure,-0.45280308495122096
2022-03-31,2022-05-31,RAMP,Software—Infrastructure,-0.18164060739218282
2022-06-30,2022-08-11,RAMP,Software—Infrastructure,0.08902593666240896
2022-09-30,2022-11-15,RAMP,Software—Infrastructure,0.10178574667293254
2022-12-31,2023-02-14,RAMP,Software—Infrastructure,0.2115918940334971
2023-03-31,2023-05-31,RAMP,Software—Infrastructure,0.35661463643223934
2023-06-30,2023-08-16,RAMP,Software—Infrastructure,0.2073131098744307
2023-09-30,2023-11-15,RAMP,Software—Infrastructure,0.026946989489983905
2023-12-31,2024-02-15,RAMP,Software—Infrastructure,-0.0621957616422798
2020-03-31,2020-08-13,CWEN,Utilities—Renewable,0.25838163810933895
2020-06-30,2020-08-13,CWEN,Utilities—Renewable,0.25838163810933895
2020-09-30,2020-11-12,CWEN,Utilities—Renewable,-0.13242320693561904
2020-12-31,2021-03-08,CWEN,Utilities—Renewable,0.16551083452398013
2021-03-31,2021-05-13,CWEN,Utilities—Renewable,0.5021453735590452
2021-06-30,2021-08-10,CWEN,Utilities—Renewable,0.11351471202708262
2021-09-30,2021-11-11,CWEN,Utilities—Renewable,-0.1300879073207069
2021-12-31,2022-03-07,CWEN,Utilities—Renewable,0.11415113450482729
2022-03-31,2022-05-12,CWEN,Utilities—Renewable,0.12774190595073084
2022-06-30,2022-08-09,CWEN,Utilities—Renewable,-0.12282580368691472
2022-09-30,2022-11-09,CWEN,Utilities—Renewable,-0.14171654852018678
2022-12-31,2023-03-02,CWEN,Utilities—Renewable,-0.20748629727865847
2023-03-31,2023-05-11,CWEN,Utilities—Renewable,-0.3008791939622694
2023-06-30,2023-08-15,CWEN,Utilities—Renewable,-0.07735471928492241
2023-09-30,2023-11-09,CWEN,Utilities—Renewable,0.08260263045115969
2023-12-31,2024-02-29,CWEN,Utilities—Renewable,0.07614678465630714
2020-03-31,2020-05-18,UNIT,REIT—Specialty,0.35573724193935374
2020-06-30,2020-08-17,UNIT,REIT—Specialty,0.3101050823718843
2020-09-30,2020-11-16,UNIT,REIT—Specialty,0.14069867215392137
2020-12-31,2021-03-12,UNIT,REIT—Specialty,0.08713454592394879
2021-03-31,2021-05-17,UNIT,REIT—Specialty,0.33226043069576383
2021-06-30,2021-08-12,UNIT,REIT—Specialty,-0.12480976411512344
2021-09-30,2021-11-11,UNIT,REIT—Specialty,-0.22633138432029687
2021-12-31,2022-03-04,UNIT,REIT—Specialty,-0.3203526647069512
2022-03-31,2022-05-12,UNIT,REIT—Specialty,-0.23925779922137705
2022-06-30,2022-08-11,UNIT,REIT—Specialty,-0.4045499322098842
2022-09-30,2022-11-14,UNIT,REIT—Specialty,-0.5195822271458046
2022-12-31,2023-03-07,UNIT,REIT—Specialty,0.1849462614788289
2023-03-31,2023-05-11,UNIT,REIT—Specialty,0.2915530442998601
2023-06-30,2023-08-10,UNIT,REIT—Specialty,-0.16234888832704275
2023-09-30,2023-11-09,UNIT,REIT—Specialty,0.1924685270031973
2023-12-31,2024-03-07,UNIT,REIT—Specialty,-0.12977104682715476
2020-03-31,2020-04-24,FAST,Industrial Distribution,0.2645977484992463
2020-06-30,2020-07-24,FAST,Industrial Distribution,0.06348473133485263
2020-09-30,2020-10-23,FAST,Industrial Distribution,0.17293012728826015
2020-12-31,2021-02-15,FAST,Industrial Distribution,0.19787486680816474
2021-03-31,2021-04-23,FAST,Industrial Distribution,0.07969921618555591
2021-06-30,2021-07-23,FAST,Industrial Distribution,0.0397350960846161
2021-09-30,2021-10-22,FAST,Industrial Distribution,0.029616411596924856
2021-12-31,2022-02-14,FAST,Industrial Distribution,0.0743451607565797
2022-03-31,2022-04-25,FAST,Industrial Distribution,-0.17840210204217924
2022-06-30,2022-07-25,FAST,Industrial Distribution,0.026501089321177375
2022-09-30,2022-10-25,FAST,Industrial Distribution,0.16355926443262805
2022-12-31,2023-02-14,FAST,Industrial Distribution,0.08911635947408679
2023-03-31,2023-04-25,FAST,Industrial Distribution,0.07606061740210625
2023-06-30,2023-07-25,FAST,Industrial Distribution,0.1745435185293662
2023-09-30,2023-10-24,FAST,Industrial Distribution,0.30548794335751117
2023-12-31,2024-02-13,FAST,Industrial Distribution,0.09068485441162112
2020-02-29,2020-04-28,KMX,Auto & Truck Dealerships,0.18002704780006248
2020-05-31,2020-07-08,KMX,Auto & Truck Dealerships,0.13077797635420899
2020-08-31,2020-10-12,KMX,Auto & Truck Dealerships,0.42287322282161244
2020-11-30,2021-01-13,KMX,Auto & Truck Dealerships,0.28372358433287276
2021-02-28,2021-04-27,KMX,Auto & Truck Dealerships,0.032995109274373206
2021-05-31,2021-07-05,KMX,Auto & Truck Dealerships,-0.0668977287579652
2021-08-31,2021-10-08,KMX,Auto & Truck Dealerships,-0.24069244795103348
2021-11-30,2022-01-13,KMX,Auto & Truck Dealerships,-0.2232910792914061
2022-02-28,2022-04-21,KMX,Auto & Truck Dealerships,-0.3771919889588767
2022-05-31,2022-07-04,KMX,Auto & Truck Dealerships,-0.36714673781277474
2022-08-31,2022-10-07,KMX,Auto & Truck Dealerships,0.032418559031352205
2022-11-30,2023-01-13,KMX,Auto & Truck Dealerships,0.2953845684344952
2023-02-28,2023-04-20,KMX,Auto & Truck Dealerships,-0.05974794605831188
2023-05-31,2023-07-03,KMX,Auto & Truck Dealerships,-0.07254146115156308
2023-08-31,2023-10-06,KMX,Auto & Truck Dealerships,0.21839600187917485
2023-11-30,2024-01-12,KMX,Auto & Truck Dealerships,0.15921831317904245
2020-03-28,2020-05-08,BERY,Packaging & Containers,0.14660283209522376
2020-06-27,2020-08-07,BERY,Packaging & Containers,0.06490604117645347
2020-09-26,2020-11-30,BERY,Packaging & Containers,0.2869811148013709
2021-01-02,2021-02-12,BERY,Packaging & Containers,0.10919243239487174
2021-04-03,2021-05-11,BERY,Packaging & Containers,-0.01058825324563419
2021-07-03,2021-08-12,BERY,Packaging & Containers,-0.05943152140144287
2021-10-02,2021-11-25,BERY,Packaging & Containers,-0.14908980992053125
2022-01-01,2022-02-10,BERY,Packaging & Containers,-0.1070687614571791
2022-04-02,2022-05-12,BERY,Packaging & Containers,-0.011766918733045539
2022-07-02,2022-08-11,BERY,Packaging & Containers,0.05904375010507131
2022-10-01,2022-11-25,BERY,Packaging & Containers,0.04914308076764144
2022-12-31,2023-02-09,BERY,Packaging & Containers,0.0017906659580839105
2023-04-01,2023-05-11,BERY,Packaging & Containers,-0.0018959084709356166
2023-07-01,2023-08-16,BERY,Packaging & Containers,-0.08304872130064955
2023-09-30,2023-11-24,BERY,Packaging & Containers,-0.08725246662907049
2023-12-30,2024-02-14,BERY,Packaging & Containers,0.01584018835986676
2020-03-31,2020-05-08,LBRT,Oil & Gas Equipment & Services,0.43949047874652775
2020-06-30,2020-08-07,LBRT,Oil & Gas Equipment & Services,0.9490740859977284
2020-09-30,2020-11-06,LBRT,Oil & Gas Equipment & Services,0.9469025664880122
2020-12-31,2021-03-03,LBRT,Oil & Gas Equipment & Services,-0.14017931563649635
2021-03-31,2021-05-07,LBRT,Oil & Gas Equipment & Services,-0.1551601619630839
2021-06-30,2021-08-06,LBRT,Oil & Gas Equipment & Services,0.2558853513679613
2021-09-30,2021-11-04,LBRT,Oil & Gas Equipment & Services,0.33360000610351564
2021-12-31,2022-03-01,LBRT,Oil & Gas Equipment & Services,0.27118642013054506
2022-03-31,2022-05-02,LBRT,Oil & Gas Equipment & Services,0.06543206271738769
2022-06-30,2022-08-03,LBRT,Oil & Gas Equipment & Services,0.11670316389626945
2022-09-30,2022-10-28,LBRT,Oil & Gas Equipment & Services,-0.21513443587390027
2022-12-31,2023-02-17,LBRT,Oil & Gas Equipment & Services,0.058432877572854605
2023-03-31,2023-04-28,LBRT,Oil & Gas Equipment & Services,0.5300546244678576
2023-06-30,2023-07-28,LBRT,Oil & Gas Equipment & Services,0.24211861219338182
2023-09-30,2023-10-26,LBRT,Oil & Gas Equipment & Services,0.15231797281187606
2023-12-31,2024-02-16,LBRT,Oil & Gas Equipment & Services,0.0720379350845204
2020-03-28,2020-05-07,CALX,Software—Application,1.1106687375167188
2020-06-27,2020-07-28,CALX,Software—Application,0.797283313628714
2020-09-26,2020-10-27,CALX,Software—Application,0.8526570118788505
2020-12-31,2021-03-01,CALX,Software—Application,0.07995357650620422
2021-04-03,2021-05-04,CALX,Software—Application,0.6682016219007012
2021-07-03,2021-08-03,CALX,Software—Application,0.0945036368494296
2021-10-02,2021-11-02,CALX,Software—Application,-0.42459631637523687
2021-12-31,2022-03-01,CALX,Software—Application,0.13151317772213791
2022-04-02,2022-05-03,CALX,Software—Application,0.7059254315486918
2022-07-02,2022-08-02,CALX,Software—Application,-0.07275864173626077
2022-10-01,2022-11-01,CALX,Software—Application,-0.37865399229446745
2022-12-31,2023-02-28,CALX,Software—Application,-0.17693065067024566
2023-04-01,2023-05-01,CALX,Software—Application,-0.2771715593087189
2023-07-01,2023-07-31,CALX,Software—Application,-0.26956328270635643
2023-09-30,2023-10-31,CALX,Software—Application,-0.05646132222801824
2023-12-31,2024-03-01,CALX,Software—Application,-0.1417193042855468
2020-09-30,2024-02-13,AZPN,Software—Application,0.17163811207922977
2021-06-30,2024-02-13,AZPN,Software—Application,0.17163811207922977
2021-09-30,2024-02-13,AZPN,Software—Application,0.17163811207922977
2021-12-31,2024-02-13,AZPN,Software—Application,0.17163811207922977
2022-03-31,2024-02-13,AZPN,Software—Application,0.17163811207922977
2022-06-30,2024-02-13,AZPN,Software—Application,0.17163811207922977
2022-09-30,2024-02-13,AZPN,Software—Application,0.17163811207922977
2022-12-31,2024-02-13,AZPN,Software—Application,0.17163811207922977
2023-03-31,2024-02-13,AZPN,Software—Application,0.17163811207922977
2023-06-30,2024-02-13,AZPN,Software—Application,0.17163811207922977
2023-09-30,2024-02-13,AZPN,Software—Application,0.17163811207922977
2023-12-31,2024-02-13,AZPN,Software—Application,0.17163811207922977
2020-01-31,2020-03-06,GEF,Packaging & Containers,0.20581499198053602
2020-04-30,2020-06-11,GEF,Packaging & Containers,0.4662166401768678
2020-07-31,2020-09-04,GEF,Packaging & Containers,0.4001286760734037
2020-10-31,2020-12-24,GEF,Packaging & Containers,0.3064470904271183
2021-01-31,2021-03-05,GEF,Packaging & Containers,0.2678378237590251
2021-04-30,2021-06-16,GEF,Packaging & Containers,-0.03409007997476919
2021-07-31,2021-09-09,GEF,Packaging & Containers,-0.14066730963361257
2021-10-31,2021-12-23,GEF,Packaging & Containers,0.02638480077421758
2022-01-31,2022-03-11,GEF,Packaging & Containers,0.16227250836813106
2022-04-30,2022-06-16,GEF,Packaging & Containers,0.14891042296429294
2022-07-31,2022-09-08,GEF,Packaging & Containers,-0.037906876016265
2022-10-31,2022-12-23,GEF,Packaging & Containers,-0.019369033973138935
2023-01-31,2023-03-10,GEF,Packaging & Containers,0.11205923387662418
2023-04-30,2023-06-15,GEF,Packaging & Containers,-0.056006846340706566
2023-07-31,2023-09-07,GEF,Packaging & Containers,-0.08016265478995455
2023-10-31,2023-12-25,GEF,Packaging & Containers,0.0031488840423594404
2024-01-31,2024-03-07,GEF,Packaging & Containers,0.05188684168130267
2020-03-31,2020-05-04,CMS,Utilities—Regulated Electric,0.16716097568329596
2020-06-30,2020-08-10,CMS,Utilities—Regulated Electric,-0.0898447417842183
2020-09-30,2020-11-05,CMS,Utilities—Regulated Electric,0.019547392953942175
2020-12-31,2021-02-18,CMS,Utilities—Regulated Electric,0.15076798350844067
2021-03-31,2021-05-06,CMS,Utilities—Regulated Electric,-0.047292315846910855
2021-06-30,2021-08-05,CMS,Utilities—Regulated Electric,0.03070980046711223
2021-09-30,2021-11-04,CMS,Utilities—Regulated Electric,0.13249533069102956
2021-12-31,2022-02-17,CMS,Utilities—Regulated Electric,0.1259615451626522
2022-03-31,2022-05-10,CMS,Utilities—Regulated Electric,-0.17662562645285887
2022-06-30,2022-08-04,CMS,Utilities—Regulated Electric,-0.08541029818133294
2022-09-30,2022-11-03,CMS,Utilities—Regulated Electric,0.08066783883125724
2022-12-31,2023-02-16,CMS,Utilities—Regulated Electric,-0.08299165609287915
2023-03-31,2023-05-04,CMS,Utilities—Regulated Electric,-0.09055309437357992
2023-06-30,2023-08-03,CMS,Utilities—Regulated Electric,-0.009939983402307333
2023-09-30,2023-11-02,CMS,Utilities—Regulated Electric,0.06773558367721846
2023-12-31,2024-02-15,CMS,Utilities—Regulated Electric,0.0358266199462929
2020-03-28,2020-05-06,GRMN,Scientific & Technical Instruments,0.45726370934007926
2020-06-27,2020-08-05,GRMN,Scientific & Technical Instruments,0.17839254559776568
2020-09-26,2020-11-04,GRMN,Scientific & Technical Instruments,0.2517164609715214
2020-12-26,2021-02-24,GRMN,Scientific & Technical Instruments,0.34661659342250545
2021-03-27,2021-05-05,GRMN,Scientific & Technical Instruments,0.026959368063320173
2021-06-26,2021-08-04,GRMN,Scientific & Technical Instruments,-0.22911018353987736
2021-09-25,2021-11-03,GRMN,Scientific & Technical Instruments,-0.21887663800926635
2021-12-25,2022-02-23,GRMN,Scientific & Technical Instruments,-0.14108751010656762
2022-03-26,2022-05-04,GRMN,Scientific & Technical Instruments,-0.26427321463812287
2022-06-25,2022-08-03,GRMN,Scientific & Technical Instruments,0.05274998648750147
2022-09-24,2022-11-02,GRMN,Scientific & Technical Instruments,0.16313736087388656
2022-12-31,2023-03-01,GRMN,Scientific & Technical Instruments,0.09581391879138404
