end_of_quarter,ticker,industry,sector,fte,auditrisk,compensationrisk,boardrisk,shareholderrightsrisk,maxage,dividends,weekly_price_0,weekly_price_1,weekly_price_2,weekly_price_3,weekly_price_4,weekly_price_5,weekly_price_6,weekly_price_7,weekly_price_8,weekly_price_9,increase
2022-06-30,ABNB,Travel Services,consumer-cyclical,6907.0,9.0,9.0,10.0,10.0,86400,,172.82000223795572,168.27200317382812,165.72750091552734,162.8820007324219,155.3220001220703,146.57799682617187,117.80800018310546,113.33800048828125,112.94400024414062,119.67000198364258,0.19735071250218614
2022-09-30,ABNB,Travel Services,consumer-cyclical,6907.0,9.0,9.0,10.0,10.0,86400,,90.24500274658203,95.91749954223633,94.60000152587891,103.94199981689454,106.80800018310546,115.77799835205079,119.0000015258789,121.6240005493164,113.46999969482422,113.25200042724609,-0.18859479613413993
2022-12-31,ABNB,Travel Services,consumer-cyclical,6907.0,9.0,9.0,10.0,10.0,86400,,105.04000091552734,109.53800048828126,110.39400024414063,117.6520004272461,115.48399810791015,99.69600067138671,100.4240005493164,102.73400115966797,96.3224983215332,99.01799926757812,0.4402826452485273
2023-03-31,ABNB,Travel Services,consumer-cyclical,6907.0,9.0,9.0,10.0,10.0,86400,,87.46249961853027,94.21600036621093,100.68999862670898,107.83000030517579,114.35999908447266,115.64200134277344,129.06399993896486,126.0724983215332,123.15,123.28200073242188,0.005626985045466959
2023-06-30,ABNB,Travel Services,consumer-cyclical,6907.0,9.0,9.0,10.0,10.0,86400,,123.34000015258789,116.23749923706055,113.5739990234375,117.87200012207032,115.44499969482422,119.6779998779297,116.4770004272461,107.75400085449219,106.6239990234375,111.79500007629395,0.07061487822377033
2023-09-30,ABNB,Travel Services,consumer-cyclical,6907.0,9.0,9.0,10.0,10.0,86400,,128.16000366210938,130.6300048828125,137.93999938964845,146.2950012207031,149.65399780273438,145.34200134277344,138.0539978027344,128.99400177001954,125.94400177001953,130.6510009765625,-0.0030755578240626727
2023-12-31,ABNB,Travel Services,consumer-cyclical,6907.0,9.0,9.0,10.0,10.0,86400,,128.61000061035156,127.88199920654297,121.90599975585937,118.09199981689453,118.56999969482422,118.11600036621094,125.52200164794922,128.48249626159668,128.88000030517577,136.647998046875,0.2505948692660543
2022-03-31,AKAM,Software - Infrastructure,technology,10250.0,9.0,3.0,3.0,8.0,86400,,114.47200012207031,113.14200134277344,112.78249931335449,111.81000061035157,114.84000091552734,113.30599822998047,105.96000061035156,102.14750099182129,110.25600128173828,109.24600067138672,-0.22832734965734502
2022-06-30,AKAM,Software - Infrastructure,technology,10250.0,9.0,3.0,3.0,8.0,86400,,120.33666737874348,119.63199920654297,118.53000068664551,119.95999908447266,115.11999969482422,104.58399963378906,97.38200073242187,97.89000091552734,100.22799987792969,101.43749809265137,-0.11858098777977022
2022-09-30,AKAM,Software - Infrastructure,technology,10250.0,9.0,3.0,3.0,8.0,86400,,91.72500228881836,92.61000061035156,88.66200256347656,91.12799987792968,93.85800170898438,95.73199920654297,95.41599884033204,96.94400177001953,93.61800079345703,90.45200042724609,0.05453183852166042
2022-12-31,AKAM,Software - Infrastructure,technology,10250.0,9.0,3.0,3.0,8.0,86400,,80.31999969482422,84.58000030517579,79.35800018310547,83.98000030517578,87.6779998779297,85.86000061035156,88.61999969482422,91.30999908447265,91.77249908447266,93.28600006103515,-0.0990937748379573
2023-03-31,AKAM,Software - Infrastructure,technology,10250.0,9.0,3.0,3.0,8.0,86400,,85.32500076293945,88.06799926757813,87.8499984741211,87.68800048828125,89.2959991455078,86.61800079345703,81.75800170898438,75.27750015258789,73.62200164794922,73.94600067138671,0.13908044655438823
2023-06-30,AKAM,Software - Infrastructure,technology,10250.0,9.0,3.0,3.0,8.0,86400,,77.42500305175781,77.94499969482422,81.17000122070313,81.9479995727539,80.50200042724609,78.71199951171874,83.00199890136719,86.91999816894531,88.44999847412109,92.29750061035156,0.18549012639903711
2023-09-30,AKAM,Software - Infrastructure,technology,10250.0,9.0,3.0,3.0,8.0,86400,,89.87000274658203,90.20249938964844,91.63000030517578,92.96000061035156,93.83800048828125,93.26199798583984,100.31199798583984,101.96999969482422,101.74600067138672,104.53999938964844,0.10783484457188906
2023-12-31,AKAM,Software - Infrastructure,technology,10250.0,9.0,3.0,3.0,8.0,86400,,106.08200225830078,107.31200256347657,106.62799835205078,102.84199981689453,104.71199951171874,109.68399963378906,111.78000183105469,113.20499992370605,115.13199920654297,115.06600189208984,-0.06613617307655277
2022-03-31,ALB,Specialty Chemicals,basic-materials,9000.0,7.0,3.0,5.0,8.0,86400,0.395,232.5500274658203,231.14013671875,214.9898338317871,203.2763214111328,215.70606994628906,225.78338317871095,216.5582733154297,184.08975982666016,184.35484008789064,179.29654235839843,-0.04037742269305032
2022-06-30,ALB,Specialty Chemicals,basic-materials,9000.0,7.0,3.0,5.0,8.0,86400,0.395,219.4693603515625,212.04986877441405,205.23232650756836,207.17591857910156,190.1849151611328,213.08486938476562,216.12494812011718,231.6067138671875,245.8763916015625,246.59804153442383,0.2718056970845908
2022-09-30,ALB,Specialty Chemicals,basic-materials,9000.0,7.0,3.0,5.0,8.0,86400,0.395,204.03743743896484,198.96274185180664,194.9079162597656,213.2300537109375,230.10367431640626,235.75580444335938,255.4239532470703,274.3373107910156,281.512841796875,264.5820556640625,-0.17630809801866174
2022-12-31,ALB,Specialty Chemicals,basic-materials,9000.0,7.0,3.0,5.0,8.0,86400,0.395,260.90924072265625,273.85007934570314,255.74112548828126,252.8995849609375,275.56683959960935,273.2896484375,303.6468444824219,286.8008117675781,276.92496490478516,271.06968994140624,0.038954744540259566
2023-03-31,ALB,Specialty Chemicals,basic-materials,9000.0,7.0,3.0,5.0,8.0,86400,0.4,216.9939727783203,231.22438049316406,240.74838256835938,268.2669311523438,280.0050415039062,268.7926818847656,268.21356506347655,245.02492141723633,251.74383544921875,241.30821228027344,-0.0075691855450651675
2023-06-30,ALB,Specialty Chemicals,basic-materials,9000.0,7.0,3.0,5.0,8.0,86400,0.4,219.5381317138672,202.81336212158203,200.04166259765626,194.4002471923828,180.84223022460938,174.0404510498047,192.04784240722657,204.29105224609376,206.67909545898436,197.8382682800293,-0.23614100693209122
2023-09-30,ALB,Specialty Chemicals,basic-materials,9000.0,7.0,3.0,5.0,8.0,86400,0.4,221.2649383544922,228.95404052734375,237.90371398925782,227.38646240234374,207.75240478515624,202.84687194824218,191.57583618164062,181.9353515625,188.14613037109376,195.37846984863282,-0.10785170075678986
2023-12-31,ALB,Specialty Chemicals,basic-materials,9000.0,7.0,3.0,5.0,8.0,86400,0.4,157.53482666015626,162.37745971679686,153.73585510253906,135.27778015136718,125.19093627929688,117.71824340820312,122.70003662109374,127.21615028381348,122.35810852050781,120.24691467285156,-0.1472645134088046
2022-03-31,ARE,REIT - Office,real-estate,568.0,4.0,4.0,10.0,9.0,86400,1.15,197.97760620117188,194.34168701171876,187.7012176513672,177.19825439453126,180.02084350585938,173.9077392578125,172.23461303710937,175.73776245117188,177.0998321533203,176.8305908203125,-0.27587551408944694
2022-06-30,ARE,REIT - Office,real-estate,568.0,4.0,4.0,10.0,9.0,86400,1.18,189.6502685546875,190.21800537109374,184.53082275390625,184.53876647949218,176.21880187988282,167.86148376464843,153.2441375732422,150.52872009277343,151.85653686523438,154.02197647094727,-0.0373955518215284
2022-09-30,ARE,REIT - Office,real-estate,568.0,4.0,4.0,10.0,9.0,86400,1.18,138.00006103515625,140.11365509033203,133.23248901367188,138.32581481933593,149.5104248046875,151.2088165283203,155.9425262451172,158.42233276367188,150.0997802734375,144.08757934570312,0.044547986527860864
2022-12-31,ARE,REIT - Office,real-estate,568.0,4.0,4.0,10.0,9.0,86400,1.21,133.09622192382812,133.87661590576172,126.43712768554687,125.2883544921875,133.09051361083985,136.9849395751953,140.46734008789062,140.89267272949218,144.41067123413086,145.32066650390624,-0.13113966946636157
2023-03-31,ARE,REIT - Office,real-estate,568.0,4.0,4.0,10.0,9.0,86400,1.21,139.2288475036621,145.42131652832032,149.0621109008789,151.72149353027345,157.02590942382812,159.07108154296876,157.23080444335938,148.61688613891602,140.0249786376953,133.44713592529297,-0.08724271914069893
2023-06-30,ARE,REIT - Office,real-estate,568.0,4.0,4.0,10.0,9.0,86400,1.24,120.66526794433594,120.01013565063477,117.31272888183594,120.0009521484375,118.26618041992188,117.5950927734375,117.14640960693359,114.11394805908203,110.84553375244141,109.68273735046387,-0.10678374071566576
2023-09-30,ARE,REIT - Office,real-estate,568.0,4.0,4.0,10.0,9.0,86400,1.24,110.96593475341797,114.17054176330566,115.51251831054688,116.98893890380859,122.5171875,119.89092712402343,119.8635498046875,114.2766342163086,112.9253646850586,114.22578125,0.3040109487968425
2023-12-31,ARE,REIT - Office,real-estate,568.0,4.0,4.0,10.0,9.0,86400,1.27,96.83323211669922,98.92052001953125,96.87482147216797,92.5992416381836,94.90832977294922,97.2411865234375,101.56627197265625,103.47830009460449,108.7787109375,119.38151245117187,-0.005568024393294676
2022-03-31,ALGN,Medical Devices,healthcare,21610.0,9.0,9.0,4.0,8.0,86400,,593.0,539.4859985351562,485.15999603271484,463.8719909667969,500.4619934082031,520.6219970703125,512.1400024414063,499.6199951171875,490.1000061035156,424.6780029296875,-0.4446101057420083
2022-06-30,ALGN,Medical Devices,healthcare,21610.0,9.0,9.0,4.0,8.0,86400,,441.52667236328125,429.33399658203126,410.6625061035156,398.7600036621094,337.03199462890626,296.9840026855469,263.6499938964844,274.5660034179688,276.9719970703125,275.32000732421875,-0.10842102446712384
2022-09-30,ALGN,Medical Devices,healthcare,21610.0,9.0,9.0,4.0,8.0,86400,,242.00499725341797,256.20249938964844,250.07599792480468,269.1999969482422,265.9519989013672,287.5760070800781,286.1780029296875,280.87400512695314,259.08399658203126,245.7239990234375,0.024286605014115725
2022-12-31,ALGN,Medical Devices,healthcare,21610.0,9.0,9.0,4.0,8.0,86400,,207.11000061035156,221.66000061035157,207.56400146484376,206.4739990234375,204.23199768066405,184.63999938964844,190.36199645996095,202.6320007324219,193.49250030517578,195.69000244140625,0.46905034810999613
2023-03-31,ALGN,Medical Devices,healthcare,21610.0,9.0,9.0,4.0,8.0,86400,,219.37500381469727,233.88399963378907,243.0374984741211,257.64800720214845,304.2120056152344,331.9099975585938,327.61000366210936,304.61499786376953,314.08800048828124,327.45400390625,0.022894575809883917
2023-06-30,ALGN,Medical Devices,healthcare,21610.0,9.0,9.0,4.0,8.0,86400,,322.99501037597656,323.59000396728516,337.1059997558594,351.9280029296875,342.43199462890624,309.00599365234376,300.7719970703125,293.0699951171875,286.0159973144531,291.70250701904297,-0.13663614218615758
2023-09-30,ALGN,Medical Devices,healthcare,21610.0,9.0,9.0,4.0,8.0,86400,,353.6400146484375,335.4675064086914,357.1680053710937,348.3839904785156,355.24200439453125,369.9179992675781,354.3820007324219,355.9239929199219,352.152001953125,368.4359985351563,-0.08593544477719399
2023-12-31,ALGN,Medical Devices,healthcare,21610.0,9.0,9.0,4.0,8.0,86400,,289.3780029296875,276.3919982910156,272.33800048828124,233.2739990234375,188.86000366210936,193.6760009765625,201.7519989013672,216.82749938964844,216.3239990234375,217.93200073242187,0.19466745861964366
2022-03-31,ALLE,Security & Protection Services,industrials,12200.0,8.0,8.0,3.0,7.0,86400,0.41,125.1123062133789,122.22362213134765,118.38802528381348,117.47308349609375,115.9095947265625,117.58545379638672,112.24982147216797,108.94798278808594,112.6644287109375,109.44638519287109,-0.10010962804733912
2022-06-30,ALLE,Security & Protection Services,industrials,12200.0,8.0,8.0,3.0,7.0,86400,0.41,108.45640563964844,105.69516448974609,104.01800155639648,107.93721160888671,112.47380676269532,111.80489196777344,108.33390197753906,107.42775115966796,106.74326782226562,109.1467113494873,-0.08420515089289769
2022-09-30,ALLE,Security & Protection Services,industrials,12200.0,8.0,8.0,3.0,7.0,86400,0.41,96.40655899047852,97.78302574157715,94.27742156982421,98.52007293701172,101.50729675292969,100.96061553955079,100.18354949951171,105.39069976806641,99.1663314819336,93.54720764160156,0.19023196071522067
2022-12-31,ALLE,Security & Protection Services,industrials,12200.0,8.0,8.0,3.0,7.0,86400,,87.92623901367188,92.37353210449218,89.41847229003906,90.86953125,97.82480163574219,101.73088989257812,107.01940460205078,109.49012451171875,111.50347137451172,110.83921356201172,-0.020539298191995244
2023-03-31,ALLE,Security & Protection Services,industrials,12200.0,8.0,8.0,3.0,7.0,86400,0.45,106.8953742980957,110.92549591064453,108.66017723083496,111.05687713623047,117.01013488769532,117.249365234375,117.40035247802734,111.51082420349121,110.86667175292969,110.03525238037109,0.12469466532793484
2023-06-30,ALLE,Security & Protection Services,industrials,12200.0,8.0,8.0,3.0,7.0,86400,0.45,104.25701904296875,99.65881538391113,100.06546936035156,102.42069549560547,105.25641021728515,107.20005950927734,106.60928497314453,107.26898345947265,105.60102844238281,104.82563400268555,-0.12812084272714205
2023-09-30,ALLE,Security & Protection Services,industrials,12200.0,8.0,8.0,3.0,7.0,86400,0.45,118.62796783447266,115.52685546875,120.15603790283203,123.62928466796875,118.84937286376953,112.86953735351562,110.43016815185547,107.30879211425781,107.5143814086914,111.82776641845703,0.23312928839261712
2023-12-31,ALLE,Security & Protection Services,industrials,12200.0,8.0,8.0,3.0,7.0,86400,0.45,102.52995910644532,103.887841796875,100.54673919677734,96.31824798583985,98.46822357177734,101.21178283691407,104.84470825195312,104.12656211853027,104.74743347167968,105.83731231689453,0.09280416969098185
2022-03-31,LNT,Utilities - Regulated Electric,utilities,3281.0,6.0,1.0,6.0,3.0,86400,0.428,56.603858947753906,55.94280242919922,55.3773775100708,54.5583137512207,55.62273330688477,54.68748474121094,52.9853401184082,52.94886779785156,54.79971466064453,56.370924377441405,-0.0656076957636246
2022-06-30,LNT,Utilities - Regulated Electric,utilities,3281.0,6.0,1.0,6.0,3.0,86400,0.428,58.811293284098305,59.9080207824707,59.846296310424805,59.71910095214844,57.12674102783203,55.092009735107425,54.89610290527344,55.51773681640625,57.983558654785156,59.224947929382324,-0.06260838787393644
2022-09-30,LNT,Utilities - Regulated Electric,utilities,3281.0,6.0,1.0,6.0,3.0,86400,0.428,55.89072227478027,54.499104499816895,54.54384231567383,53.56994705200195,55.967628479003906,57.95015640258789,58.79267807006836,60.79462432861328,59.62571716308594,58.56686706542969,0.0663358686070532
2022-12-31,LNT,Utilities - Regulated Electric,utilities,3281.0,6.0,1.0,6.0,3.0,86400,0.428,50.27634811401367,49.96134872436524,46.799983978271484,47.33889465332031,48.36436538696289,50.09988250732422,51.16005630493164,51.76286010742187,53.38661289215088,53.10051498413086,-0.036407347207859694
2023-03-31,LNT,Utilities - Regulated Electric,utilities,3281.0,6.0,1.0,6.0,3.0,86400,0.453,52.77902126312256,53.134961700439455,51.64278030395508,51.95422897338867,52.20315017700195,51.211265563964844,51.64545516967773,51.21271514892578,49.524679565429686,49.39538650512695,-0.022050943984893993
2023-06-30,LNT,Utilities - Regulated Electric,utilities,3281.0,6.0,1.0,6.0,3.0,86400,0.453,51.287492752075195,51.9894323348999,52.84961090087891,53.003990173339844,53.48267517089844,53.34931640625,53.30650634765625,51.6194564819336,50.399411010742185,49.94991970062256,-0.06905746388596518
2023-09-30,LNT,Utilities - Regulated Electric,utilities,3281.0,6.0,1.0,6.0,3.0,86400,0.453,51.059051513671875,51.71091270446777,52.008627319335936,52.642974090576175,53.635633850097655,51.67906188964844,50.580258178710935,49.60507049560547,49.50303955078125,49.510887908935544,0.11979630558971448
2023-12-31,LNT,Utilities - Regulated Electric,utilities,3281.0,6.0,1.0,6.0,3.0,86400,0.453,46.406769561767575,48.34929580688477,48.73191528320312,48.30809020996094,49.141744995117186,48.96350326538086,48.47432327270508,48.89072132110596,49.92403793334961,51.08658218383789,-0.048152041523328956
2022-03-31,ALL,Insurance - Property & Casualty,financial-services,53000.0,2.0,9.0,7.0,1.0,86400,0.85,114.38508911132813,116.3805435180664,113.45360565185547,113.72558288574218,112.90072326660156,117.11146240234375,116.68681335449219,116.08173751831055,117.19375915527344,116.54660339355469,-0.08875552589806068
2022-06-30,ALL,Insurance - Property & Casualty,financial-services,53000.0,2.0,9.0,7.0,1.0,86400,0.85,131.96669006347656,131.64311828613282,134.36514282226562,132.180517578125,122.24989776611328,123.62747192382812,121.64248352050781,119.83536682128906,124.13648529052735,127.53878211975098,0.002129896229048001
2022-09-30,ALL,Insurance - Property & Casualty,financial-services,53000.0,2.0,9.0,7.0,1.0,86400,0.85,122.5549201965332,124.28068161010742,119.69183349609375,113.65525970458984,110.7397964477539,110.03712005615235,117.72280578613281,124.3021026611328,120.17171783447266,116.76114349365234,0.10254016634518594
2022-12-31,ALL,Insurance - Property & Casualty,financial-services,53000.0,2.0,9.0,7.0,1.0,86400,0.85,119.38800048828125,125.64261932373047,127.10369415283203,123.44717407226562,119.40717926025391,120.49435424804688,124.49792175292968,126.68953094482421,128.92236328125,127.75315704345704,-0.1963058130445625
2023-03-31,ALL,Insurance - Property & Casualty,financial-services,53000.0,2.0,9.0,7.0,1.0,86400,0.89,134.1990852355957,134.22368469238282,125.01093292236328,123.03291473388671,125.02058868408203,130.74237365722655,131.38884582519532,128.12028884887695,124.29815521240235,118.9415267944336,-0.007375995540042976
2023-06-30,ALL,Insurance - Property & Casualty,financial-services,53000.0,2.0,9.0,7.0,1.0,86400,0.89,106.81189346313477,111.11545753479004,111.6264434814453,112.43663635253907,111.88873901367188,110.64915924072265,114.39898681640625,114.71179656982422,110.41989288330078,106.91011238098145,0.030340677849750065
2023-09-30,ALL,Insurance - Property & Casualty,financial-services,53000.0,2.0,9.0,7.0,1.0,86400,0.89,106.80435943603516,107.15208435058594,103.71502838134765,104.69256744384765,109.85647735595703,108.4205322265625,107.84458618164062,104.96487274169922,103.14300231933593,106.24985809326172,0.2703916061416234
2023-12-31,ALL,Insurance - Property & Casualty,financial-services,53000.0,2.0,9.0,7.0,1.0,86400,0.89,110.19106750488281,114.175634765625,124.09656219482422,122.52604522705079,127.70381774902344,128.1641067504883,130.77965393066407,133.91378021240234,135.8426513671875,138.02933044433593,0.1342097548476438
2022-03-31,GOOGL,Internet Content & Information,communication-services,182502.0,10.0,10.0,7.0,10.0,86400,,140.38609924316407,139.58069763183593,133.69337463378906,129.8656005859375,141.46609802246093,138.6188995361328,134.56290283203126,131.13800048828125,133.89920043945312,129.8406005859375,-0.19678216681106106
2022-06-30,GOOGL,Internet Content & Information,communication-services,182502.0,10.0,10.0,7.0,10.0,86400,,140.38550313313803,137.8573028564453,128.29050064086914,126.03509826660157,117.73009948730468,117.68600006103516,113.88059997558594,112.4218994140625,108.67440032958984,114.95437431335449,-0.10593503794076992
